id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
1091,454,287,"Williams, Sunita L.","Williams, Sunita L.",female,1965,USA,military,1998 NASA group,1998,1,1,msp,2006,14,STS-116,ISS,STS-117,4674.0,7722.0,4,28.28,50.67,"Williams, Sunita L.",60,1960,1990,33,0,1,1,0,Single,1,Long,Very_Long,USA,0,0,0,0,1,38.0,1.0,2.0,53.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1092,454,287,"Williams, Sunita L.","Williams, Sunita L.",female,1965,USA,military,1998 NASA group,1998,2,2,flight engineer,2012,32,Soyuz TMA-05M,ISS,Soyuz TMA-06M,3048.0,7722.0,3,21.38,50.67,"Williams, Sunita L.",60,1960,1990,33,0,1,1,1,Couple,1,Long,Very_Long,USA,0,0,0,0,1,38.0,1.0,1.0,53.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1093,455,100,"Kotov, Oleg",Олег Валериевич Котов,male,1965,Russia,military,MKS,1996,1,3,commander,2007,15,Soyuz TMA­10,ISS,Soyuz TMA­10,4721.0,12629.03,2,11.05,36.7,"Kotov, Oleg",60,1960,1990,31,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1094,455,100,"Kotov, Oleg",Олег Валериевич Котов,male,1965,Russia,military,MKS,1996,2,3,commander,2009,22,Soyuz TMA­17,ISS,Soyuz TMA­17,3917.0,12629.03,1,5.73,36.7,"Kotov, Oleg",60,1960,1990,31,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1095,455,100,"Kotov, Oleg",Олег Валериевич Котов,male,1965,Russia,military,MKS,1996,3,3,commander,2013,37,Soyuz TMA­10M,ISS,Soyuz TMA­10M,3990.0,12629.03,3,19.92,36.7,"Kotov, Oleg",60,1960,1990,31,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1096,456,288,"Simonyi, Charles (Karoly)","Simonyi, Charles (Karoly)",male,1948,USA,civilian,NASA- 16,2006,1,2,other (space tourist),2007,Soyuz TMA-10,Soyuz TMA-10,Soyuz TMA-10,Soyuz TMA-10,331.4,638.77,0,0.0,0.0,"Simonyi, Charles (Karoly)",77,1940,2000,58,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,4.0,135.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1097,456,288,"Simonyi, Charles (Karoly)","Simonyi, Charles (Karoly)",male,1948,USA,civilian,NASA- 16,2006,2,2,other (space tourist),2009,Soyuz TMA-14,Soyuz TMA-14,Soyuz TMA-14,Soyuz TMA-14,307.85,638.77,0,0.0,0.0,"Simonyi, Charles (Karoly)",77,1940,2000,58,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,4.0,135.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1098,457,289,"Archambault, Lee J.","Archambault, Lee J.",male,1960,USA,military,NASA- 17,1998,1,2,pilot,2007,STS-117,STS-117,STS-117,STS-117,332.0,639.5,0,0.0,0.0,"Archambault, Lee J.",65,1960,1990,38,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1099,457,289,"Archambault, Lee J.","Archambault, Lee J.",male,1960,USA,military,NASA- 17,1998,2,2,commander,2009,STS-119,STS-119,STS-119,STS-119,307.5,639.5,0,0.0,0.0,"Archambault, Lee J.",65,1960,1990,38,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1100,458,290,"Swanson, Steven R.","Swanson, Steven R.",male,1960,USA,civilian,1998 NASA group,1998,1,3,msp,2007,STS-117,STS-117,STS-117,STS-117,332.22,4646.85,3,13.75,27.9,"Swanson, Steven R.",65,1960,1990,38,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,53.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1101,458,290,"Swanson, Steven R.","Swanson, Steven R.",male,1960,USA,civilian,1998 NASA group,1998,2,3,msp,2009,STS-119,STS-119,STS-119,STS-119,307.5,4646.85,2,12.93,27.9,"Swanson, Steven R.",65,1960,1990,38,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,53.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1102,458,290,"Swanson, Steven R.","Swanson, Steven R.",male,1960,USA,civilian,1998 NASA group,1998,3,3,flight engineer,2014,39,Soyuz TMA-12M,ISS,Soyuz TMA-12M,4007.13,4646.85,0,0.0,27.9,"Swanson, Steven R.",65,1960,1990,38,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,53.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1103,459,291,"Olivas, John D.","Olivas, John D.",male,1965,USA,civilian,NASA-17,1998,1,2,msp,2007,STS-117,STS-117,STS-117,STS-117,332.0,668.0,2,14.22,34.47,"Olivas, John D.",60,1960,1990,33,1,0,0,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1104,459,291,"Olivas, John D.","Olivas, John D.",male,1965,USA,civilian,NASA-17,1998,2,2,msp,2009,STS-128,STS-128,STS-128,STS-128,333.0,668.0,3,20.25,34.47,"Olivas, John D.",60,1960,1990,33,1,0,0,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,0.0,2.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1105,460,292,"Anderson, Clayton C.","Anderson, Clayton C.",male,1959,USA,civilian,NASA- 17,1998,1,2,flight engineer,2007,15,STS-117,ISS,STS-120,3642.0,4046.0,3,18.13,38.46,"Anderson, Clayton C.",66,1950,1990,39,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1106,460,292,"Anderson, Clayton C.","Anderson, Clayton C.",male,1959,USA,civilian,NASA- 17,1998,2,2,msp,2010,STS-131,STS-131,STS-131,STS-131,363.0,4046.0,3,20.28,38.46,"Anderson, Clayton C.",66,1950,1990,39,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1107,461,293,"Caldwell, Tracy E.","Caldwell, Tracy E.",female,1969,USA,civilian,NASA- 17,1998,1,2,msp,2007,STS-118,STS-118,STS-118,STS-118,306.0,4526.0,0,0.0,22.81,"Caldwell, Tracy E.",56,1960,1990,29,0,1,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1108,461,293,"Caldwell, Tracy E.","Caldwell, Tracy E.",female,1969,USA,civilian,NASA- 17,1998,2,2,flight engineer,2010,23,Soyuz TMA-18,ISS,Soyuz TMA-18,4220.0,4526.0,3,22.81,22.81,"Caldwell, Tracy E.",56,1960,1990,29,0,1,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1109,462,294,"Drew, Alvin Benjamin","Drew, Alvin B.",male,1962,USA,military,NASA- 18,2000,1,2,msp,2007,STS-118,STS-118,STS-118,STS-118,306.0,613.0,0,0.0,12.8,"Drew, Alvin Benjamin",63,1960,2000,38,1,0,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,137.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1110,462,294,"Drew, Alvin Benjamin","Drew, Alvin B.",male,1962,USA,military,NASA- 18,2000,2,2,msp,2011,STS-133,STS-133,STS-133,STS-133,307.0,613.0,2,12.8,12.8,"Drew, Alvin Benjamin",63,1960,2000,38,1,0,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,137.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1111,463,295,"Morgan, Barbara R.","Morgan, Barbara R.",female,1951,USA,civilian,NASA- 17,1998,1,1,msp,2007,STS-118,STS-118,STS-118,STS-118,305.0,305.0,0,0.0,0.0,"Morgan, Barbara R.",74,1950,1990,47,0,1,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1112,464,1,"Shukor, Sheikh Muszaphar","Shukor, Sheikh Muszaphar",male,1972,Malysia,civilian,2006 Angkasawan Program,2006,1,1,other (space tourist),2007,Soyuz TMA-11/10,Soyuz TMA-11,Soyuz TMA-11,Soyuz TMA-10,261.23,261.23,0,0.0,0.0,"Shukor, Sheikh Muszaphar",53,1970,2000,34,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,20.0,0.0,4.0,58.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1113,465,296,"Zamka, George D.","Zamka, George D.",male,1962,USA,military,1998 NASA group,1998,1,2,pilot,2007,STS-120,STS-120,STS-120,STS-120,362.0,692.53,0,0.0,0.0,"Zamka, George D.",63,1960,1990,36,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,53.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1114,465,296,"Zamka, George D.","Zamka, George D.",male,1962,USA,military,1998 NASA group,1998,2,2,commander,2010,STS-130,STS-130,STS-130,STS-130,306.1,692.53,0,0.0,0.0,"Zamka, George D.",63,1960,1990,36,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,53.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1115,466,297,"Wheelock, Douglas H.","Wheelock, Douglas H.",male,1960,USA,military,1998 NASA group,1998,1,2,msp,2007,STS-120,STS-120,STS-120,STS-120,360.0,4281.57,3,20.68,41.5,"Wheelock, Douglas H.",65,1960,1990,38,1,0,1,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,2.0,53.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1116,466,297,"Wheelock, Douglas H.","Wheelock, Douglas H.",male,1960,USA,military,1998 NASA group,1998,2,2,flight engineer,2010,24,Soyuz TMA-19,ISS,Soyuz TMA-19,3912.0,4281.57,3,22.82,41.5,"Wheelock, Douglas H.",65,1960,1990,38,1,0,1,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,1.0,53.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1117,467,5,"Nespoli, Paolo A.","Nespoli, Paolo A.",male,1957,Italy,military,1998 ESA Group,1998,1,3,msp,2007,STS-120,STS-120,STS-120,STS-120,362.4,7514.61,0,0.0,0.0,"Nespoli, Paolo A.",68,1950,1990,41,1,0,1,1,Multiple,0,No_EVA,Very_Long,Italy,0,0,0,0,0,16.0,1.0,2.0,51.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1118,467,5,"Nespoli, Paolo A.","Nespoli, Paolo A.",male,1957,Italy,military,1998 ESA Group,1998,2,3,flight engineer,2010,26,Soyuz TMA-20,ISS,Soyuz TMA-20,3823.28,7514.61,0,0.0,0.0,"Nespoli, Paolo A.",68,1950,1990,41,1,0,1,1,Multiple,0,No_EVA,Very_Long,Italy,0,0,0,0,0,16.0,1.0,1.0,51.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1119,467,5,"Nespoli, Paolo A.","Nespoli, Paolo A.",male,1957,Italy,military,1998 ESA Group,1998,3,3,flight engineer,2017,52,Soyuz MS-05,ISS,Soyuz MS-05,3328.93,7514.61,0,0.0,0.0,"Nespoli, Paolo A.",68,1950,1990,41,1,0,1,1,Multiple,0,No_EVA,Very_Long,Italy,0,0,0,0,0,16.0,1.0,1.0,51.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1120,468,298,"Poindexter, Alan G.","Poindexter, Alan G.",male,1961,USA,military,NASA-17,1998,1,2,pilot,2008,STS-122,STS-122,STS-122,STS-122,306.0,669.0,0,0.0,0.0,"Poindexter, Alan G.",64,1960,1990,37,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1121,468,298,"Poindexter, Alan G.","Poindexter, Alan G.",male,1961,USA,military,NASA-17,1998,2,2,commander,2010,STS-131,STS-131,STS-131,STS-131,363.0,669.0,0,0.0,0.0,"Poindexter, Alan G.",64,1960,1990,37,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1122,469,299,"Melvin, Leland D.","Melvin, Leland D.",male,1964,USA,civilian,NASA- 17,1998,1,2,msp,2008,STS-122,STS-122,STS-122,STS-122,306.0,565.0,0,0.0,0.0,"Melvin, Leland D.",61,1960,1990,34,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1123,469,299,"Melvin, Leland D.","Melvin, Leland D.",male,1964,USA,civilian,NASA- 17,1998,2,2,msp,2009,STS-129,STS-129,STS-129,STS-129,259.0,565.0,0,0.0,0.0,"Melvin, Leland D.",61,1960,1990,34,1,0,0,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1124,470,300,"Love, Stanley G.","Love, Stanley G.",male,1965,USA,civilian,NASA- 17,1998,1,1,msp,2008,STS-122,STS-122,STS-122,STS-122,306.0,306.0,1,15.38,15.38,"Love, Stanley G.",60,1960,1990,33,1,0,0,0,Single,1,Medium,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1125,471,301,"Johnson, Gregory H.","Johnson, Gregory H.",male,1962,USA,military,NASA- 17,1998,1,2,pilot,2008,STS-123,STS-123,STS-123,STS-123,378.0,755.83,0,0.0,0.0,"Johnson, Gregory H.",63,1960,1990,36,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1126,471,301,"Johnson, Gregory H.","Johnson, Gregory H.",male,1962,USA,military,NASA- 18,1998,2,2,pilot,2011,STS-134,STS-134,STS-134,STS-134,377.0,755.83,0,0.0,0.0,"Johnson, Gregory H.",63,1960,1990,36,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,137.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1127,472,302,"Behnken, Robert L.","Behnken, Robert L.",male,1970,USA,military,NASA- 18,2000,1,2,msp,2008,STS-123,STS-123,STS-123,STS-123,378.0,708.0,3,19.32,37.54,"Behnken, Robert L.",55,1970,2000,30,1,0,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,137.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1128,472,302,"Behnken, Robert L.","Behnken, Robert L.",male,1970,USA,military,NASA- 18,2000,2,2,msp,2010,STS-130,STS-130,STS-130,STS-130,330.0,708.0,3,18.23,37.54,"Behnken, Robert L.",55,1970,2000,30,1,0,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,137.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1129,473,303,"Foreman, Michael J.","Foreman, Michael J.",male,1957,USA,military,NASA- 17,1998,1,2,msp,2008,STS-123,STS-123,STS-123,STS-123,378.0,637.0,3,19.57,32.31,"Foreman, Michael J.",68,1950,1990,41,1,0,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1130,473,303,"Foreman, Michael J.","Foreman, Michael J.",male,1957,USA,military,NASA- 17,1998,2,2,msp,2009,STS-129,STS-129,STS-129,STS-129,259.0,637.0,2,12.75,32.31,"Foreman, Michael J.",68,1950,1990,41,1,0,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1131,474,304,"Reisman, Garrett E.","Reisman, Garrett E.",male,1968,USA,civilian,NASA-17,1998,1,2,flight engineer,2008,16,STS-123,ISS,STS-124,2289.0,2473.0,1,7.0,21.2,"Reisman, Garrett E.",57,1960,1990,30,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1132,474,304,"Reisman, Garrett E.","Reisman, Garrett E.",male,1968,USA,civilian,NASA-17,1998,2,2,msp,2010,STS-132,STS-132,STS-132,STS-132,282.0,2473.0,2,14.18,21.2,"Reisman, Garrett E.",57,1960,1990,30,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1133,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,Russia,military,TsPK-12,1997,1,3,commander,2008,17,Soyuz TMA­12,ISS,Soyuz TMA­12,4768.0,12786.32,2,12.2,23.28,"Volkov, Sergei",52,1970,1990,24,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,208.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1134,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,Russia,military,TsPK-12,1997,2,3,commander,2011,28,Soyuz TMA­02M,ISS,Soyuz TMA­02M,4014.0,12786.32,1,6.367,23.28,"Volkov, Sergei",52,1970,1990,24,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,208.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1135,475,101,"Volkov, Sergei",Сергей Александрович Волков,male,1973,Russia,military,TsPK-12,1997,3,3,commander,2015,45,Soyuz TMA­18M,ISS,Soyuz TMA­18M,4003.0,12786.32,1,4.72,23.28,"Volkov, Sergei",52,1970,1990,24,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,208.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1136,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,Russia,military,MKS,1996,1,4,flight engineer,2008,17,Soyuz TMA­12,ISS,Soyuz TMA­12,3168.0,16081.0,2,12.2,32.2,"Kononenko, Oleg D.",61,1960,1990,32,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,1.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1137,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,Russia,military,MKS,1996,2,4,commander,2011,30,Soyuz TMA­03M,ISS,Soyuz TMA­03M,4626.0,16081.0,1,6.25,32.2,"Kononenko, Oleg D.",61,1960,1990,32,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1138,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,Russia,military,MKS,1996,3,4,commander,2015,44,Soyuz TMA­17M,ISS,Soyuz TMA­17M,3400.0,16081.0,0,0.0,32.2,"Kononenko, Oleg D.",61,1960,1990,32,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1139,476,102,"Kononenko, Oleg D.",Олег Дмитриевич Кононенко,male,1964,Russia,military,MKS,1996,4,4,commander,2018,57,Soyuz MS-11,ISS,Soyuz MS-11,4887.0,16081.0,2,13.75,32.2,"Kononenko, Oleg D.",61,1960,1990,32,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1140,477,1,"Yi, Soyeon (Lee So-hyun)",이소연,female,1978,Korea,civilian,South Korea,2006,1,1,other (space tourist),2008,Soyuz TMA-12 / Soyuz TMA-11,Soyuz TMA-12,Soyuz TMA-12,Soyuz TMA-11,261.0,261.0,0,0.0,0.0,"Yi, Soyeon (Lee So-hyun)",47,1970,2000,28,0,1,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,19.0,0.0,4.0,191.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1141,478,305,"Ham, Kenneth T.","Ham, Kenneth T.",male,1964,USA,military,NASA Astronaut Group 17,1998,1,2,pilot,2008,STS-124,STS-124,STS-124,STS-124,330.0,612.0,0,0.0,0.0,"Ham, Kenneth T.",61,1960,1990,34,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,117.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1142,478,305,"Ham, Kenneth T.","Ham, Kenneth T.",male,1964,USA,military,NASA Astronaut Group 18,1998,2,2,commander,2010,STS-132,STS-132,STS-132,STS-132,282.0,612.0,0,0.0,0.0,"Ham, Kenneth T.",61,1960,1990,34,1,0,1,1,Couple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,118.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1143,479,306,"Nyberg, Karen L.","Nyberg, Karen L.",female,1969,USA,civilian,NASA- 18,2000,1,2,msp,2008,STS-124,STS-124,STS-124,STS-124,330.0,4320.0,0,0.0,0.0,"Nyberg, Karen L.",56,1960,2000,31,0,1,0,1,Couple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,137.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1144,479,306,"Nyberg, Karen L.","Nyberg, Karen L.",female,1969,USA,civilian,NASA- 18,2000,2,2,flight engineer,2013,36,Soyuz TMA-09M,ISS,Soyuz TMA-09M,3990.0,4320.0,0,0.0,0.0,"Nyberg, Karen L.",56,1960,2000,31,0,1,0,1,Couple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,137.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1145,480,307,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.",male,1961,USA,military,NASA Astronaut Group 18,2000,1,2,msp,2008,STS-124,STS-124,STS-124,STS-124,330.0,4272.0,3,20.5,27.0,"Garan, Ronald J., Jr.",64,1960,2000,39,1,0,1,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,2.0,118.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1146,480,307,"Garan, Ronald J., Jr.","Garan, Ronald J., Jr.",male,1961,USA,military,NASA Astronaut Group 18,2000,2,2,msp,2008,27,soyuz TMA-21,ISS,soyuz TMA-21,3942.0,4272.0,1,6.5,27.0,"Garan, Ronald J., Jr.",64,1960,2000,39,1,0,1,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,2.0,118.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1147,481,7,"Hoshide, Akihiko",星出彰彦,male,1968,Japan,civilian,NASDA-4,1999,1,2,msp,2008,STS-124,STS-124,STS-124,STS-124,306.25,3377.5,0,0.0,21.38,"Hoshide, Akihiko",57,1960,1990,31,1,0,0,1,Couple,1,Medium,Very_Long,Japan,0,0,0,0,0,17.0,0.0,2.0,164.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1148,481,7,"Hoshide, Akihiko",星出彰彦,male,1968,Japan,civilian,NASDA-4,1999,2,2,flight engineer,2012,32,Soyuz TMA-05M,ISS,Soyuz TMA-05M,3047.25,3377.5,3,21.38,21.38,"Hoshide, Akihiko",57,1960,1990,31,1,0,0,1,Couple,1,Medium,Very_Long,Japan,0,0,0,0,0,17.0,0.0,1.0,164.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1149,482,308,"Chamitoff, Gregory","Chamitoff, Gregory",male,1962,USA,civilian,NASA-17,1998,1,2,flight engineer,2008,17,STS-124,ISS,STS-126,4392.5,4770.0,0,0.0,13.72,"Chamitoff, Gregory",63,1960,1990,36,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1150,482,308,"Chamitoff, Gregory","Chamitoff, Gregory",male,1962,USA,civilian,NASA-17,1998,2,2,msp,2011,STS-134,STS-134,STS-134,STS-134,377.5,4770.0,2,13.72,13.72,"Chamitoff, Gregory",63,1960,1990,36,1,0,0,1,Couple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,153.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
